,닉네임,댓글,날짜
199,ㄴㄴ ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2008.05.27 02:35:16
200,짱구(211.44),집천장에다가 비그치면 시맨트바르던가 아님 지금 커다란 비닐산다음 천장을 덥어보심이,2001.07.31 22:42:38
201,채종명(210.205),오우..대단하시군요..저런환경에서 mcse를 따다니..^^,2001.07.31 23:31:34
202,하리순(203.229),"뜨아,,옹달샘이나니구 폭포네요 ㅠ.ㅠ 82이사가세요",2001.07.31 22:39:54
203,꿋꿋하게~!(211.219),"앗.. 그러고보니 위엣님이 복숭아맛님이군요.. 요즘도 쿠키닷컴 리플읽느라.. ㅡ,.ㅡ;;  지금 거으 팔만대장경 수준입니다.. 그려..",2001.07.31 22:28:15
204,꿋꿋하게~!(211.219),"mcse 져더 이써여.. 지금은 써먹지도 안치만..  흠.. 공부하시는 분들은 열심히 하시는 분들도 많은데.. 취직하는데는 별로 크게 도움이 안대거덩요.. T,,T",2001.07.31 22:27:23
205,복숭아맛(211.179),마이크로 소프트 공인 전문가(저는 바보로 해석합니다만) 자격증..이군요. 저두 가지구 있습니다만.. 왠지 속은 느낌이.. 요즘 CCNP준비를 하는데.. 짭.,2001.07.31 22:23:56
206,hufsane(211.178),저도 빨랑 가고 싶지만 올해 말에 중국가는데 그떄 까정은 흑흑~,2001.07.31 23:32:39
207,hufsane(211.178),그날 제 바이오가 젖을까봐 파우치에 싸서 안고 잤슴다!,2001.07.31 23:34:19
208,s10 사용자(211.177),게다가 외대생에다 자취생이시면.. 이문동쪽에 사시겠네요.. 저도 그쪽입니다만.. 침수 많이 됐죠.. 외대앞역 옆에서 철로 막고 데모도 하고.. 134 버스는 외대앞 사거리에서 바로 돌아가고.. -.-;;,2001.08.01 00:03:00
209,_=_(211.223),우리 집으로 피난 오세요.---제주도,2001.07.31 23:31:22
210,채종명(210.205),FPS1000을 저렇게 높이 달아놔두 소리가 잘들리나여??,2001.08.01 00:18:30
211,hufsane(211.244),쥔 양반한테 말했더니 비가 그쳐야 고친다는 군요 맞는 말이긴 하지만 영 불안해서리 원...^^,2001.07.31 21:47:57
212,   丸(61.76),cambridge soundworks 조은 스피커죠 ^^(,2001.07.31 21:47:15
213,출출해~~(211.240),아니 외대생인줄 어떻게 아셨죠? hufsane 때문에 아셨나요?,2001.08.01 00:10:19
214,카무이(211.37),오오오오.. 옹달샘...,2001.07.31 21:43:22
215,토줄(210.205),저러다 천장에 곰팡이 슬어요 빨리 대처하시길 :),2001.07.31 21:47:14
216,출출해~~(211.240),"크...이 사진 주인장 선배입니다. 님들 관찰력이 놀랍군요. 살짝 보이는 자격증과 보드, 스피커 한 쪽을 가지고 모든걸 추론해 내시는군요. MCSE를 가진 미2사단 출신인 자랑스런 제 후배입니다.",2001.08.01 00:00:53
217,이용훈(211.176),냐아~~ 국립 과학 수사 연구소가 따로 없군여..^^ 사진 한장만 가지고 저렇게나...^^a,2001.08.01 01:39:53
218,정민철(211.51),fps1000 높이 달아도 무지 잘들리던데요.. 쪼그만 넘이 무척 세답니다,2001.08.01 02:46:13
219,하리순(61.75),사실 저런거 올리기 점 쪽팔릴텐데 멋찌네요하루빨리 돈많이버세요^^,2001.08.01 03:02:13
220,자취넘(210.205),자취방인데 무지 넓네여..침대 책상 옷장 오디오 다 놓을수 있을듯..,2001.08.01 03:37:47
221,강호초출(211.109),여기는 혹시 국과수 이너넷 비밀 지령 싸이트??~,2001.08.01 04:43:11
222,KimChi(203.240),막국수의 숨겨진 비밀기지..,2001.08.01 08:45:56
223,디초(211.176),대단한 분이셔 천장에 샤워시설???????,2001.08.01 10:28:39
224,ㅡㅅㅡ(211.230),난 사진 아무리봐도 사진주인이 MCSE를 가진 미2사단 출신인 외대생이라는 사실을 알아낼수가 없었다-_-;;헉..이곳을 드나드는 사람들의 정체가 궁금하다;;;,2001.08.01 12:33:55
225,외대생(211.110),흠.. 낯익은 자취방인데..- -; 제 후배는 90만원 받았다던데... 빨리 신청하세요.,2001.08.01 13:19:46
226,외대생(211.110),근데 옥탑은.. 구청 보상받기 힘들지 않을까요? 일단 신청하세요.. 그걸로 도배하고 장판 바꾸세용. 그리고 이번 기회에.. 방수재와 흡음재 공사까지...@-@,2001.08.01 13:22:02
227,hufsane(211.244),허거걱... 하루밤 사이에 제 사진 한장에 제 개인 신상이 다 공개되 버리는 군여^^ 역시 님들의 눈은 매섭기 그지없으십니다. 여친 없는 것도 아실려나 ^^,2001.08.01 13:28:16
228,눈love(211.169),-_-;;; 대단하네요...사진한장으로 알수있는것이 이리도 많았단 말인가..-_-;,2001.08.01 14:36:20
229,ㅡ.ㅡa(164.125),이거 이러다가 이 게시판 미궁에 빠진 사건처리하는 곳으로 바뀌는 것은 아닌지..,2001.08.01 18:54:14
230,ㅡ.ㅡa(164.125),저~~ 이걸루 우리 벤처나 만들까여? 사진한장으로 불륜사건처리해주는거 어때염? ^^;;,2001.08.01 18:55:07
231,웁스맨..(211.232),같은 외대생으로 경의를 표합니다. 도서관앞 노천극장 없애기 운동본부..,2001.08.01 21:58:19
232,햇님(61.43),우와......저같은 컴맹은 감탄할수밖에 없네여...입이 벌어져서 안다물어질듯..사진 한장으러......ㅡ.ㅡ;;;,2001.08.01 23:28:03
233,58단옆차기(211.218),우아.........천장이 오줌싼다.....,2001.08.01 23:43:30
234,n`(210.93),"깊은 방 속 옹달샘 누가 와서 먹나요~, 아싸 좋구나...",2001.08.02 09:02:15
235,오오오(211.176),저 영롱한 물방울,2001.08.03 17:28:24
236,TryUs(210.113),모두다 예언가들......,2001.08.03 21:04:50
237,신문화체험(211.207),주인장 김유식님 디지털 카메라와 인터넷의 조합이 이렇듯 놀라운 정보 해석력을 가질 수 있다는게 그저 놀라울 따름입니다. 엽기 사진실이 아니라 추리 사진 자료실을 만들어도 좋겠군요.,2001.08.05 08:59:07
238,캬캬(210.220),천장에서..맑은물이아니다..노란물..-_-대왕쥐의 오줌이 아닐까여..?ㅋㅋ,2001.08.05 21:09:18
239,ㅁㅁㅁ(61.76),깊은 산 맑은 샘물.....,2001.08.05 22:34:49
240,참극의밤(211.37),와`대단해여,2001.08.06 21:53:08
241,기파랑(211.41),건축과 학생인데요. 벌써 곰팡이가 슬고 있군요. 조만간 폐렴 걸리실꺼 같은데요.,2001.08.10 10:44:15
242,스티븐(168.188),토마스~ 옥상에 물틀어놓지 말라고 했을텐데!! 그래도 아빤 널 사랑한단다.,2001.11.08 15:13:56
243,키티(211.216),모두들 엽기발랄하시네요! 넘 잼있고 가축적이예여! 사진한장의  위대함을...,2001.11.11 10:23:36
244,토마스(211.219),죄송해요~...저두 아빨사랑해요....,2001.11.12 14:25:56
245,몰더(61.248),진실은 저 밖에 있다 아이가!,2001.11.16 03:03:19
246,김정일(24.69),위대한 수령동지의 이름을 걸고서 내 이 수수께끼를 풀고야 마가서!!!,2001.11.20 07:11:40
247,지나가다가(211.112),인터넷은 두루넷 인가보군용.,2001.11.20 15:54:12
