,닉네임,댓글,날짜
840,ㅇㅇ(112.149),,2017.06.09 23:01:39
841,RKº ,3,2017.06.09 23:03:53
842,RKº ,6,2017.06.09 23:03:58
843,RKº ,3,2017.06.09 23:04:00
844,RKº ,6,2017.06.09 23:04:00
845,RKº ,3,2017.06.09 23:04:05
846,ㄴㅁㅇㅋ ,,2017.06.09 23:04:15
847,ㅇㅇ(180.67),ㄹㅇ노잼인데 원작모욕 비추;,2017.06.09 23:07:14
848,ㅁㄴㅇㄹ(180.71),마무리가 완벽 그 자체,2017.06.09 23:07:14
849,ㅗㅗ(39.114),됐...  - dc App,2017.06.09 23:14:41
850,쓰레기통 ,오랜만에 힛갤ㅇㅈ  - dc App,2017.06.09 23:17:42
851,쓰레기통 ,,2017.06.09 23:17:54
852,똥겜유저 ,26,2017.06.09 23:20:08
853,비고닉입니다 ,퍄....센세는 나라의 보배인데스....,2017.06.09 23:24:29
854,Ryua ,,2017.06.09 23:26:08
855,엠이앤 ,와 행님 진짜 꿀잼입니다   - dc App,2017.06.09 23:26:41
856,보보리전깨 ,알레스카 황소 벌래,2017.06.09 23:28:20
857,보보리전깨 ,심지어 분홍색임,2017.06.09 23:28:34
858,ㅇㅇ(119.194),재밌다 ㄹㅇ,2017.06.09 23:32:39
859,ㅌㅍ(175.223),캬 잼따,2017.06.09 23:37:37
860,미래는무스펠 ,,2017.06.09 23:39:07
861,ㅇㅇ(112.221),ㅋㅋㅋ,2017.06.09 23:42:14
862,ㅇㅇ(112.221),ㅋㅋㅋ,2017.06.09 23:42:14
863,한냥 ,,2017.06.09 23:42:28
864,ㅇㅇ(121.173),지렷다 ㄹㅇ,2017.06.09 23:44:53
865,ㅇㅇ(221.157),넘잼다ㅠㅠ 조금 울었다  - dc App,2017.06.09 23:45:35
866,ㅇㅇ(180.70),짝짝짝,2017.06.09 23:48:27
867,법관전현수 ,그래서 바이킹이 울트라 앞에서 돌격 모드를 한 겁니다.,2017.06.09 23:49:32
868,Shangri-La㌠ ,이런 '아기공룡 둘리의 슬픈 오마주'식 옛날 애들만화 조또 재미없이 그냥 어둡고 쓰레기로 만드는 만화 안지겹나,2017.06.09 23:49:46
869,키무라나츠키P ,이거 꼭 번역해다가 널리 세상에 퍼뜨려야한다 시발 살면서 이런 명작을 본적이 없었다.... 기승전결에 오마주 작품으로 완벽한 마무리와 흠잡을데 없는 캐릭터성 완벽한 논리 구조 미친이건 대작이야,2017.06.09 23:54:07
870,부들부들.. ,니켈로디언 손들고 나가있어  - dc App,2017.06.09 23:54:28
871,새콤달콤귀요미 ,우왕.. 진짜 똑같이 그리신당~,2017.06.09 23:56:19
872,새콤달콤귀요미 ,,2017.06.09 23:56:28
873,새콤달콤귀요미 ,,2017.06.09 23:56:37
874,폴룩스 ,미쳣다ㄹㅇ 띵작이 아닐수없다,2017.06.09 23:59:09
875,폴룩스 ,,2017.06.09 23:59:28
876,폴룩스 ,아09,2017.06.10 00:00:35
877,라텔 ,와 띵작 ㄷㄷㄷ...  - dc App,2017.06.10 00:04:12
878,당신누구읍읍 ,와....이건 개추를 안줄수가 없다..희대의 띵작 -ㅅㅁㅎㅈ,2017.06.10 00:04:14
879,Fort5 ,,2017.06.10 00:04:19
880,쿠노몽 ,띵작  - dc App,2017.06.10 00:04:36
881,키무라나츠키P ,이건 진짜 오늘의우리만화상줘야한다. 시발 출판물만 상받는게 어디있냐고 좆같은 문체부새끼들아,2017.06.10 00:10:00
882,젤리 ,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,2017.06.10 00:10:12
883,로켓리그 ,와 이거 완결났네 ㄷㄷㄷㄷㄷ,2017.06.10 00:11:12
885,ㅇㅇ(112.221),ㅋㅋㅋㅋㅋ,2017.06.10 00:11:15
884,ㅇㅇ(112.221),ㅋㅋㅋㅋㅋ,2017.06.10 00:11:16
886,ㅇㅇ(112.221),ㅋㅋㅋㅋㅋ,2017.06.10 00:12:48
887,ㅇㅇ(112.221),ㅋㅋㅋㅋㅋ,2017.06.10 00:12:48
888,ㅇㅇ(175.223),존나 재밌다 충성충성ㅜㅜ7,2017.06.10 00:18:06
889,소고기미역국 ,힛갤 댓글창마저 졸라 클린하네ㅋㅋㅋㅋㅋ 그 많던 심술쟁이들도 거의 안보이는걸로 봐서 명작 입증됨 ㄹㅇ,2017.06.10 00:27:21
890,ㅇㅇ(125.180),충성충성  - dc App,2017.06.10 00:28:02
891,abc. ,와와,2017.06.10 00:28:11
892,ㅇㅇ(211.211),존나 감동...,2017.06.10 00:28:23
893,비료 ,순대디파일러 성님 웃툰에서 작년이 보고 잊었다가 정주행함 ㄷㄷ   - dc App,2017.06.10 00:31:50
894,ㄹㅅㄱㅅ(222.99),하  - dc App,2017.06.10 00:34:40
895,Arklight ,오랫만에 몰입하면서 본 작품인듯... 재밌게 봤다 연재하느라 고생했다!!,2017.06.10 00:37:57
896,아일페사스 ,이게 드디어 완결,2017.06.10 00:38:25
897,ㅇㅇ(103.86),철운도 플랑크톤 ㄷㄷㄷ,2017.06.10 00:40:09
898,ㅇㅇ(123.214),08,2017.06.10 00:41:49
899,20등급.아만보 ,,2017.06.10 00:42:54
700,20등급.아만보 ,,2017.06.10 00:42:58
701,20등급.아만보 ,,2017.06.10 00:43:03
702,20등급.아만보 ,,2017.06.10 00:43:12
703,망1가 ,띵작오졋다,2017.06.10 00:43:31
704,ㅇㅇ(175.116),울었다 ㅠㅠ,2017.06.10 00:43:59
705,ㅂㅅ(222.239),이거 한창 보다가 지쳐서 안봤는데 이제서야 끝났구나 ㄷㄷ 힛갤감 ㅇㅈ합니다,2017.06.10 00:46:09
706,투라 ,띵작 씹인정 완까지 나왔네 ㅜㅜ 너무재밋다  - 아노@,2017.06.10 00:48:52
707,양금모 ,전율......띵작,2017.06.10 00:49:10
709,ㅇㅇ(61.85),여긴 빜니시-티,2017.06.10 00:50:33
708,ㅇㅇ(49.171),울엇다 ㅠㅠ  - dc App,2017.06.10 00:50:34
710,ㄹㅇ(112.162),와 미친 진짜 갓띵작이다 보면서 매화마다 전율돋고 감동이다 이건진짜 개추먹어야된다,2017.06.10 00:50:42
711,ㅇㅇ(222.103),개띵작이네ㄷㄷㄷ메가핸드추  - dc App,2017.06.10 00:55:22
712,아슈크림 ,.,2017.06.10 00:57:26
713,ㅇㅇ(112.164),정주행했다. 존나재밌어서 울었다.,2017.06.10 01:00:27
714,ㅁㄴㅇㄴㅁㅇ(211.37),ㅁㅊㄷㅁㅊㅇ,2017.06.10 01:02:03
715,ㅇㅇ(112.148),울부짖었다,2017.06.10 01:02:47
716,Avicii ,첫연재때부터 봐왔는데 진짜 대단하다 너,2017.06.10 01:03:57
717,ㅇㅇ(220.89),ㅁㅊ다  - dc App,2017.06.10 01:04:44
718,잡종. ,퍄퍄퍄  - dc App,2017.06.10 01:05:45
719,주겨울 ,엔딩이 진짜 좋다... 엔딩 흐지부지였으면 좀 아쉬웠을텐데 그저 갓갓갓갓갓,2017.06.10 01:08:16
720,ㅇㅇ(211.210),갓펀지밥 ㅜㅜ 마지막에 감독죽이는줄알고 놀랏잖어~고맙다고할때 울뻔햇어 ㅠㅠ,2017.06.10 01:09:52
721,모모지싱 ,띵작ㅠ,2017.06.10 01:11:31
722,ㅇㅇ(122.38),울었다ㅜ  - dc App,2017.06.10 01:13:00
723,앙-!! ,,2017.06.10 01:13:13
724,ㅇㅇ(220.124),진짜 띵작 그자체 ㅠㅠㅠㅠㅠㅠ,2017.06.10 01:16:38
725,ㅇㅇ(122.38),앵간한 좆이버웹툰 다바르네;; 띵작퍄퍄,2017.06.10 01:17:06
726,ㅇㅇ(112.144),울었다...ㅠㅠ  - dc App,2017.06.10 01:17:52
727,비월전봉 ,이게 힛갤이지 암,2017.06.10 01:19:06
728,ezio ,,2017.06.10 01:19:25
729,음경(124.111),ㅏ  - dc App,2017.06.10 01:21:42
730,4월P ,동서남북으로 광광우럭따...,2017.06.10 01:21:57
731,ㅇㅇ(14.44),ㅇ  - dc App,2017.06.10 01:27:49
732,ㅇㅇ(1.251),부랄 사방팔방으로 뜯으면서 울부짖었다.. 이것은 역사가 높이 평가..,2017.06.10 01:30:43
733,키키 ,최고최고,2017.06.10 01:31:34
734,키키 ,따봉,2017.06.10 01:31:37
735,키키 ,착한 힛갤감ㅇㅈ,2017.06.10 01:31:54
736,Hellper ,5,2017.06.10 01:32:17
737,baikkw ,이것은 역사가 높이 평가 ㄹㅇ  - dc App,2017.06.10 01:33:56
738,ㅇㅇ(1.243),기승전결 완벽,2017.06.10 01:35:17
739,ㅇㅇ(221.152),d,2017.06.10 01:38:04
740,아일페사스 ,딱 한시간 걸려서 다 봤다.... 마지막화는 디시라이프로 안 열리고 팅기기만 해서 미치고 팔짝 뛰는 줄 알았네..... 이런 만화를 보게 해 줘서 정말 고맙다,2017.06.10 01:39:13
741,섀도게일 ,갓띵작 ㅊㅊ,2017.06.10 01:39:45
742,lim.B ,씨발쎅쓰... 재밌었다 시발 진짜루...,2017.06.10 01:47:32
743,ㅇㅇ(218.55),굿굿,2017.06.10 01:49:20
744,호벤 ,이거 번역 잘 돼서 꼭 스폰지밥 애니만든 곳 까지 가면 좋겠네요 잘 봤습니다 정말 잘 만드셨어요  - dc App,2017.06.10 01:54:43
745,ㅇㅇ(218.158),진짜 미쳤다  - dc App,2017.06.10 02:01:49
746,ㅇㅇ(218.158),번역해서 감독새끼한테 보내주고싶다  - dc App,2017.06.10 02:02:21
747,ㅇㅇ(27.100),이거보구 울엇음 ㅠㅠ,2017.06.10 02:02:39
748,아맞다우산 ,감사합니다...여태까지 본 만화 중에 가장 최고였어요...  - dc App,2017.06.10 02:07:55
749,ㅇㅇ(222.98),광광 우러따 ㅠㅠ,2017.06.10 02:11:05
750,ㅇㅇ(175.223),행복했다 고맙다,2017.06.10 02:19:29
751,????(58.235),그래서 핑핑이 누가돌봐준거냐 ㅆㅂ;,2017.06.10 02:20:14
752,츤하는힐데레(61.255),힛갤간 만화중에서 긴 만화는 보는거 시도도 안했는데 이건 다봤다 ㄹㅇ 명작,2017.06.10 02:21:29
753,ㅇㅇ(58.237),중간에 파이 터지는거보고 소름돋음.. 파이에피소드에 담겨있는 징징이의 헌신을 보았기 때문일까  - dc App,2017.06.10 02:21:29
754,ㅇㅇ(218.55),1시간걸려서 다봤다 개꿀잼ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,2017.06.10 02:30:02
755,두룻미 ,,2017.06.10 02:34:17
756,철판볶음밥 ,감독이 스폰지밥 넘 작아서 모르고 밟아 죽이는 배드엔딩 생각했는데 그건 아니였네ㅋ 잘봤다 너가 그린 만화의 어둡고 처절한 분위기 같은 걸 좋아해서 정말 재미있게 봤어 플랑르톤 철운도 뚱이 집게사장 징징이 다람이 핑핑이 스폰지밥 전부 너무 매력적인 캐릭터들이였다  - dc App,2017.06.10 02:34:32
757,ㅇㅇ(219.241),뜬금없이 감독은 왜 찾아감?,2017.06.10 02:39:10
758,ㅇㅇ(219.241),결말이 영 별로네 찍싼듯,2017.06.10 02:39:23
759,ㅇㅇ(124.63),개씹띵작ㅠㅠㅠ,2017.06.10 02:39:33
760,ㅇㅇ(223.33),힛갤 인정한다 ㅠㅠㅠㅠㅠㅠ,2017.06.10 02:40:13
761,BEDOOLGY. ,,2017.06.10 02:40:31
762,은각인형 ,,2017.06.10 02:41:52
763,ㅁㅁ(218.52),순디형 사랑해,2017.06.10 02:42:00
764,SoRAmi ,"힛갤에 오랜만에 띵작이 올라왔넹,,ㅠㅠㅜ",2017.06.10 02:42:37
765,백조자리1 ,어우 드디어 30화까지 나왔구만,2017.06.10 02:44:23
766,백조자리1 ,잘봤어용,2017.06.10 02:44:31
767,ㅇㅇ(121.124),한시간 날렷다 시발 넌진짜인정함,2017.06.10 02:53:47
768,손나하야모 ,,2017.06.10 02:58:34
769,ㅇㅇ(58.124),원래 구상했던 엔딩은 뭐야,2017.06.10 03:02:14
770,ㅇㅇ(58.124),루게릭 기사는 올해 3월이고 이거 1화는 작년 7월인데,2017.06.10 03:02:27
771,아케인리버 ,띵작..  - dc App,2017.06.10 03:06:24
772,ㅇㅇ(122.37),엔딩보고 말을 잊었다... 개띵작ㅇㅈ,2017.06.10 03:07:48
773,3주2환 ,띵작은 개추야,2017.06.10 03:11:49
774,S.d ,원래 스토리 시작할때쯤엔 기존 감독이 다시 연재 돌아올때 였거든요   처음에 생각햇던 대사는 고마워요가 아니라 일해라 작가야...  돌아와요 였는데 루게릭 소식을 듣고 좀 수정댐,2017.06.10 03:16:36
775,빅huge맨 ,와 힛인데 한자리수비추 ㅁㅊㄷ  - dc App,2017.06.10 03:17:42
776,ㅇㅇ(124.61),진짜 대단한건 애니 에피소드들 요소가 정말 많이 녹아들어가있다는점...,2017.06.10 03:26:34
777,빠숑P ,이것은 우주가 높게 평가,2017.06.10 03:27:09
778,아케인리버 ,ㅠㅠㅠㅠ  - dc App,2017.06.10 03:31:17
779,UHH ,개추랑 비추 비율봐라 캬~,2017.06.10 03:39:44
780,ㅇㅇ(121.175),정말 재밌게 봤습니다 작가님 감사합니다  - dc App,2017.06.10 03:42:33
781,ㅇㅇ(211.36),연재중반에 정주행 함 했었는데 이번에 또했다 진짜 추억돋고 재밌었어 명작 만들어줘서 정말 고맙다 야ㅠㅠㅠㅠ,2017.06.10 03:43:37
782,ㅇㅇ(110.10),진짜 존나 재밌다 진짜  - dc App,2017.06.10 03:44:57
783,ㅇㅇ(221.161),이게 힛갤이지,2017.06.10 03:46:04
784,세정과 ,ㅠ,2017.06.10 04:05:18
785,ㅅㅇㅂㄹ(110.35),이전에 보다가 까먹었는데 와.. 감사합니다...  - dc App,2017.06.10 04:13:14
786,dd(221.139),시발 진짜 명작이다...,2017.06.10 04:17:43
787,ㅇㅇㅇ(77.176),아 스폰지밥 보고싶다 시벌 ㅜㅜ,2017.06.10 04:28:23
788,ㅇㅇ(1.243),스폰지밥 팬으로서 10점만점에 99점 주고 갑니다. 고맙습니다  - dc App,2017.06.10 04:33:36
789,ㅇㅇ(218.209),1시간반동안 쉬지도않고봤네 ㅋㅋㅋㅋㅋㅋㅋㅋ 시간가는줄도 몰랐음,2017.06.10 04:38:34
790,ㅁㄴㅇㄹ(125.178),개띵작...마지막에우럭따..  - dc App,2017.06.10 05:01:55
791,ㅇㅇ(58.237),결말해석좀,2017.06.10 05:09:55
792,ㅁㄴㅇㄹ(125.178),욕없는 념글은첨보네 ㄱㅆㅅㅌㅊ 념글 ㅇㅈ  - dc App,2017.06.10 05:10:11
793,knop ,캐피탈리즘 호 이후로 간만에 보는 띵작이다 ㅠㅠ,2017.06.10 05:15:46
794,ㄸㄷ(180.92),암 이런게 힛갤이지,2017.06.10 05:19:22
795,geckosex ,이거 충격이 너무 강렬해서 잠이 안옴,2017.06.10 05:23:18
796,geckosex ,근데 맨첨에 나오는짤들 ㄹㅇ 스펀지밥 애니에 나온장면들임?,2017.06.10 05:24:30
797,エロガマン先生(39.7),백점만점에 백만점정도로 재밋섯서 아주 사이다야  - dc App,2017.06.10 05:25:19
798,ㅇㅇ(121.124),이게 진정한 힛갤이다 시발ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,2017.06.10 05:27:41
799,ㅇㅇ(119.149),그래서 방탈출하는만화 언제 완결시켜요,2017.06.10 05:31:13
600,ㅇㅇ(58.237),결말해석좀,2017.06.10 05:31:26
601,DXJ ,재밌네요,2017.06.10 05:55:08
602,쪼꼬마 ,재밋땅..,2017.06.10 06:02:01
603,쪼꼬마 ,RK5,2017.06.10 06:02:08
604,μ's ,,2017.06.10 06:08:55
605,스톰상향좀 ,09,2017.06.10 06:13:44
606,NooBest ,아09,2017.06.10 06:16:52
607,ㅇㅇ(1.236),"수능보기전, 연재할때 보고, 공부하려고 디시앱 삭제하고 안보다가 수능보고 완결난 지금 다시봤다. 개ㅆㅆㅆㅅㅌㅊ",2017.06.10 06:44:46
608,ㅁㄹㅋ ,10,2017.06.10 06:46:51
609,ㅇㅇ ,와 존나 재밌게 봤다.  스폰지밥 디테일이 죄다 살아있네. 기억안날만한 소재들을 다 살려서 역할을 주네ㄷㄷ 감동에 결말까지 좋았음,2017.06.10 06:52:43
610,adf(49.142),재밌게 봤습니다. 어렸을 때 다른 만화 다 끝나고 ebs에서 하는 스폰지송을 마지막으로 보면서 저녁시간 마무리한게 새록새록 기억나네요. 개추드리고 감,2017.06.10 07:00:04
611,ㄴㅇ(220.70),오졋다..,2017.06.10 07:49:47
612,ㅇㅇ(123.143),ㅠ  - dc App,2017.06.10 08:08:57
613,도//넛 ,10까지봄 중간저장  - dc App,2017.06.10 08:22:46
614,ㅇㅇ(118.139),재밋다~~~~~~~~♡♡♡♡♡♡#♡♡♡#♡♡♡♡♡♡♡♡♡♡♡♡♡,2017.06.10 08:24:06
615,바쁜유동 ,분량 대단하네,2017.06.10 08:24:57
616,항해 ,ㅠㅠㅠ,2017.06.10 08:40:52
617,UR주세요 ,ㄹㅇ 개 씹 띵띵띵띵띵작이다 동서남북으로 돌면서 봤다,2017.06.10 09:19:51
618,갓나연0922 ,친구들한테 추천하고 다녀요...넘 재밌고 이런만화 그려주셔서 감사함니다.  - dc App,2017.06.10 09:21:48
619,ㅇㅇ ,,2017.06.10 09:30:07
620,ㅇㅇ ,,2017.06.10 09:30:11
621,ㅇㅇ(39.7),ㄹ  - dc App,2017.06.10 09:39:37
622,우리꼴데 ,진짜 시간 순삭임 존잼이다 ㅜㅜ,2017.06.10 09:43:49
623,안녕나는자몽 ,진짜 이런게 팬만화지,2017.06.10 09:46:05
624,DAMN. ,하.. 시발 1시간 날렸다,2017.06.10 10:06:03
625,한가인 ,,2017.06.10 10:06:36
626,한가인 ,감사,2017.06.10 10:06:55
627,ㅇㅇ(124.51),덕분에 타임머신에 탄 기분이였습니다. 작가님 감사합니다,2017.06.10 10:11:15
628,ㅇㅇ(45.64),개띵작.. 마지막에 알래스카 황소벌레까지 오져따,2017.06.10 10:22:28
629,얼찌푸머박 ,,2017.06.10 10:37:33
630,얼찌푸머박 ,,2017.06.10 10:37:45
631,노무현523 ,40,2017.06.10 10:54:44
632,간식용좀비 ,카연갤 최고의 작품  - dc App,2017.06.10 11:05:59
633,f91ee ,"기승전결, 떡밥회수 모든게 완벽한 띵작이였다 진짜",2017.06.10 11:10:02
634,天元突破大魔王(113.199),스폰지밥이 감독을 살해하는 다크엔딩일줄 알았더니만 역시 창조물은 창조주를 거역몬하네 씁쓸하고만,2017.06.10 11:10:27
635,아렐 ,진짜 광광 울면서 봤다,2017.06.10 11:14:55
636,아렐 ,,2017.06.10 11:15:30
637,육수생 ,순딩좌 이 만화보고 너무 재밌어서 블로그에 있는 다른 만화도 봤는ㄷㅔ ㄹ ㅇ 너무 잼따 자주 들릴게 이웃신청 해놧음 글뜰때마다 볼라고,2017.06.10 11:31:13
638,종이놀이 ,최고다 ㅠㅜ  - dc App,2017.06.10 11:33:24
639,라면이조아요 ,"ㅅㅂ이제보니 생캔맥 떡밥돌때 시작햇던거네ㅋㅋㅋㅋㅋㅋㅋ 진짜 오래됏구나,,,,,, 힛갤 축하드리고 끝까지 완결내주셔서 감사해요",2017.06.10 11:34:54
640,ㅇㅇ(124.58),난 걍 별로 내용은 괜찮다만 너무 진부함,2017.06.10 11:38:30
641,자켓 ,10,2017.06.10 11:39:47
642,호오나이스 ,,2017.06.10 11:49:30
643,호오나이스 ,ㄹㅇ 우주띵작ㅜㅜ,2017.06.10 11:49:45
644,ㅇㅇ(61.74),이런 누추한곳에 이건 굉장히 귀하네요...,2017.06.10 12:05:38
645,로켓리그 ,진짜 이건 해외로 가자,2017.06.10 12:14:31
646,ㅇㅇ(183.97),바다곰한테 안죽게하려고 피로 원그려놓은거보고 광광 울었다 ㅠㅠ,2017.06.10 12:14:55
647,이도에루 ,잘 봤습니다 명작중에 명작이네요,2017.06.10 12:22:15
648,페-22 ,개추 또 개추 ㅠㅠㅠ,2017.06.10 12:23:17
649,ㅇㅇ(114.205),ㄹㅇ띵작,2017.06.10 12:23:38
650,알바성기 ,ㅆㅅㅌㅊ,2017.06.10 12:28:08
651,ㅇㅇㅇ(112.162),시바 나 지금 울고있냐 ㅠㅠㅠㅠ,2017.06.10 12:32:57
652,Dolackta ,이거진짜 책으로 만들어주면안되냐 평생 소장하고싶다,2017.06.10 12:34:28
653,나도즐겜유저 ,머여 스폰지밥 4부 애니 저거 진짜로 저렇게 나왔음?,2017.06.10 12:37:59
654,나가젤소사맙 ,모바일 한화 볼때마다 스크롤 내려야되네...  - dc App,2017.06.10 12:39:47
655,ㅇㅇ(211.36),우와...시발...세상에...,2017.06.10 12:59:02
656,ㅇㅇ(211.36),우와...,2017.06.10 12:59:19
657,ㅇㅇ(211.36),할 말이 없다 진짜...,2017.06.10 12:59:39
658,으르으느 ,,2017.06.10 13:06:47
659,11☆ ,셤기간인데 네시간 몰입해서 다읽어버렸다 ㄹㅇ 개씹띵작..,2017.06.10 13:09:23
660,（＾ω＾） ,ㅠㅠㅠㅠㅠ,2017.06.10 13:11:20
661,ㅇㅇ(211.172),감사합니다 작가님,2017.06.10 13:14:24
662,ㅇㅇ(211.243),ㅇ  - dc App,2017.06.10 13:14:32
663,Tang2 ,와 진짜 미쳤다 출판 언제하냐  - dc App,2017.06.10 13:19:02
664,ㅇㅇ(125.180),와 댓글 클린한거봐 ㅋㅋ  - dc App,2017.06.10 13:25:23
665,dd(218.209),시발 어렸을때 스폰지밥 오질나게 본사람으로써 이건 개추를 안줄수 없다 씨발 띵명작 ㅠㅠㅠㅠㅠㅠㅠ,2017.06.10 13:40:00
666,ㅇㅇ(218.209),제발 단행본 내주세요 10권이라도 살게요,2017.06.10 13:40:28
667,ㅇㅇ(175.223),띵작이다 띵작...,2017.06.10 13:55:14
668,익요정 ,힛갤ㄹㅇㄹㅇ씹띵작ㅇㅈㅇㅈ,2017.06.10 13:57:53
669,카라멜 ,단행본좀 ㅠㅠㅠ  - 내남사,2017.06.10 14:01:36
670,샨테 ,,2017.06.10 14:04:43
671,샨테 ,,2017.06.10 14:04:44
672,샨테 ,,2017.06.10 14:04:46
673,샨테 ,,2017.06.10 14:04:48
674,SOIL ,아09,2017.06.10 14:17:21
675,ㅁㄱ(218.39),도대체 최근 힛갤에서 이렇게 클ㅡ린한 힛갤감이 어딨었나..,2017.06.10 14:21:57
676,ㅇㅇ ,,2017.06.10 14:22:23
677,ㅇㅇ ,,2017.06.10 14:22:30
678,ㅇㅇ ,,2017.06.10 14:22:33
679,ㅇㅇ ,,2017.06.10 14:22:38
680,동인지와상업지 ,아09,2017.06.10 14:22:44
681,ㅇㅇ ,,2017.06.10 14:22:48
682,ㅇㅇ ,,2017.06.10 14:22:54
683,00(210.210),ㄹㅇ 우주띵장 ㅇㅈ하자,2017.06.10 14:26:11
684,harry3823 ,,2017.06.10 14:28:10
685,usim ,ㄹㅇ명작이다...  - dc App,2017.06.10 14:32:59
686,증조할배 ,"스토리나 소재 구성, 작화까지 시간 진짜 오래걸렸을텐데 찬사를 보냅니다 진짜재밌게봣으ㅁ",2017.06.10 14:37:18
687,죠스바 ,3,2017.06.10 14:46:21
688,022846 ,,2017.06.10 14:47:50
689,022846 ,,2017.06.10 14:47:54
690,022846 ,,2017.06.10 14:48:02
691,022846 ,,2017.06.10 14:48:10
692,ㅇㅇ(222.236),ㅏ,2017.06.10 14:52:30
693,모자241 ,아조씨 출판 언제?,2017.06.10 14:54:12
694,ㅇㅇ(1.219),이건 진짜 미쳤다... 개추  - dc App,2017.06.10 14:55:02
695,ㅇㅇ ,진짜 역대급 씹띵작 ㅇㅈ합니다  - dc App,2017.06.10 15:15:36
696,모겐신 ,ㄹㅇ 씨발 개띵작 ㅠㅠㅠㅠ  - dc App,2017.06.10 15:18:11
697,ㅇㅇ(125.134),중간중간 개연성 살짝 떨어지는거 뺴곤 흠잡을데가 없다... 원작 오마쥬도 지리고,2017.06.10 15:23:07
698,인디겜수준 ,이 작품은 띵작인데스웅,2017.06.10 15:29:58
699,ㅇㅇ(175.223),보면서 눈물 흘릴뻔한게 여러번 명작 ㅇㅈ,2017.06.10 15:30:07
500,NegєѴ ,미쳤다 ㄹㅇ루;;,2017.06.10 15:31:42
501,당매당매 ,ㅠㅠ,2017.06.10 15:35:37
502,멍멍꿀꿀 ,마지막화 보고 광광 우럭따..ㅜㅜ,2017.06.10 15:38:52
503,ㅇㅇ(211.106),ㄷ,2017.06.10 15:42:46
504,로리나팔관현악단 ,진짜그림도존나잘그리고...스토리도좋고 좆같은웬만한웹툰보단훨낫다이기,2017.06.10 16:02:50
505,기레이(175.253),스폰지밥을 즐겨보았던 사람이라면 보고 울 수 밖에 없는 만화라 생각한다,2017.06.10 16:07:54
506,ㅇㅇ(121.124),졸잼,2017.06.10 16:21:10
507,ㅇㅇ(39.7),이게 혼모노 힛갤이다  - dc App,2017.06.10 16:22:32
508,산군타이거즈 ,,2017.06.10 16:25:53
509,산군타이거즈 ,,2017.06.10 16:25:56
510,산군타이거즈 ,,2017.06.10 16:26:08
511,ㅁㅁ(121.168),미쳤다리 조졌다리,2017.06.10 16:35:22
512,ㅇㅇ(112.221),ㅎㅎㅎㅎㅎㅎㅎㅎㅎ,2017.06.10 16:36:00
513,ㅇㅇ(175.223),이건 번역해서 세상에 내놓아도 손색이 없다,2017.06.10 16:36:34
514,타르가 ,와... 이거는 말로 표현을 할수가 없네...띵작  - dc App,2017.06.10 16:39:17
515,펀즈 ,킹갓엠버러띵작;;,2017.06.10 16:43:41
516,ㅇㅇ(121.64),역사가 높이 평가,2017.06.10 16:44:46
517,얼찌푸머박 ,34,2017.06.10 16:52:04
518,ㅇㅇ(222.98),이것이야말로 말 그대로 힛갤감이지,2017.06.10 16:52:06
519,ㅇㅇ(112.221),ㅎㅎㅎㅎ,2017.06.10 16:53:24
520,ㅇㅇ(112.221),,2017.06.10 16:54:09
521,ㅇㅇ(124.46),와 완결났네ㅋㅋㅋ,2017.06.10 17:07:29
522,패션고자(58.235),ㅈ  - dc App,2017.06.10 17:10:05
523,ㅇㅇ(183.103),조개소년안나온게 살짝 아쉽  - dc App,2017.06.10 17:17:31
524,정착불가능 ,68,2017.06.10 17:30:29
525,단단한사람 ,우주띵작ㅜㅜ  - dc App,2017.06.10 17:39:34
526,정품과복돌이 ,ㅁㅊ,2017.06.10 17:51:20
527,서주원 병신(223.33),안민혁 흑인,2017.06.10 17:52:19
528,왕관물고기 ,구 스폰지밥 진짜 정말 좋아하는데  - dc App,2017.06.10 18:01:55
529,왕관물고기 ,진짜 너무 재미있었다 고마워  - dc App,2017.06.10 18:02:08
530,왕관물고기 ,넌 진짜 능력있는 작가다  - dc App,2017.06.10 18:02:30
531,왕관물고기 ,이거 개명작임  - dc App,2017.06.10 18:03:56
532,ㅇㅇ(39.7),이거 어떠케연속으로바 ㅜㅜ  - dc App,2017.06.10 18:17:22
533,ㅇㅇ(121.159),ㅅㅅ  - dc App,2017.06.10 18:30:48
534,ㅇㅇ(61.79),얘 웃대출신 순대디파일러 맞지?,2017.06.10 18:31:46
535,수련 ,진짜 몰입해서 첨부터 끝까지 다봄...어렸을때부터 스폰지밥팬이고 만화에나온 패러디들 다알아볼정도로 좋아하는데 이렇게 고퀄리티로 만화 만들어주셔서 감사합니다. 진짜 재밌게 잘봤어요.,2017.06.10 18:32:26
536,ㅇㅇ(211.46),띵작 ㅠㅠ,2017.06.10 18:54:02
537,RaySK ,,2017.06.10 18:58:39
