,닉네임,댓글,날짜
5361,ㅇㅇ(118.235),이건 스시녀가 설거지 당했네  존나 불쌍하네30받고 신안 노예마냥  살림에 도시락에 남편은 그냥 30주고 노예로 부리고 그냥 말잘듣는 애완 동물로 보고있노,2021.10.25 18:05:22
5362,ㅇㅇ(182.229),그만하라고 뽑는다니까?,2021.10.25 18:05:23
5665,히루! ,와.......  - dc App,2021.10.25 18:05:25
5363,ㅇㅇ(14.45),이글보고  - dc App,2021.10.25 18:05:27
5364,ㅇㅇ(118.235),이건 스시녀가 설거지 당했네  존나 불쌍하네30받고 신안 노예마냥  살림에 도시락에 남편은 그냥 30주고 노예로 부리고 그냥 말잘듣는 애완 동물로 보고있노,2021.10.25 18:05:30
5366,ㅇㅇ(175.177),일본인 아내한테 몹쓸짓 = 한국데려와서 살게하는거진짜 몹쓸짓이다 인간말종아...,2021.10.25 18:05:30
5367,ㅇㅇ(106.102),이거보고 진지하게 이재명을 찍고 대한민국을 찢는다,2021.10.25 18:05:35
5901,ㅇㅇ(223.39),반박하자 '그럴리가 없다' 이새끼 입맛에 맞추려면 그냥 인정해야할듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021.10.25 18:05:40
5368,ㅇㅇ(118.235),이건 스시녀가 설거지 당했네  존나 불쌍하네30받고 신안 노예마냥  살림에 도시락에 남편은 그냥 30주고 노예로 부리고 그냥 말잘듣는 애완 동물로 보고있노,2021.10.25 18:05:42
5369,ㅇㅇ(119.204),우리 엄니같노 내가 고기없으면 밥상엎어서 우리집은 한달식비 50정도 나감 - dc App,2021.10.25 18:05:45
5375,ㅇㅇ(220.122),나 진지하게 이재명 뽑을거임 걍 이 나라는 답이 없다.,2021.10.25 18:05:51
5370,ㅇㅇ(119.204),디시콘 보기,2021.10.25 18:05:52
5371,ㅇㅇ(119.204),디시콘 보기,2021.10.25 18:05:52
5372,ㅇㅇ(119.204),디시콘 보기,2021.10.25 18:05:52
5373,ㅇㅇ(119.204),디시콘 보기,2021.10.25 18:05:53
5376,ㅇㅇ(1.224),너 죽고싶은거냐? 이 글보자마자 이재명찍기로 했다.,2021.10.25 18:05:57
5548,ㅇㅇ(114.29),아아아아아아악 씨이이이이이이이발 ㅏㅇ앙날ㄴ어ㅣ러리ㅏㄴㄹㄴ어ㅣㅏㄹ언ㄹㅇㅁㄴ미랄어ㅣㄹㄴㅁ,2021.10.25 18:05:57
5557,ㅇㅇ(222.120),ㄴㄴ 스시녀가 일해오면서 20만 용돈 받아야 한국하고 똑같은 설거지임,2021.10.25 18:06:06
5377,ㅇㅇ(220.86),와 스시녀는 정말 천사 그자체 인가? 씹악마 내무부장관들이랑 이렇게 비교가 되냐,2021.10.25 18:06:12
5365,ㅇㅇ(118.235),피싸개 씨발년은 너고 ㅋㅋㅋ,2021.10.25 18:06:18
5378,ㅇㅇ(118.235),이건 스시녀가 설거지 당했네  존나 불쌍하네30받고 신안 노예마냥  살림에 도시락에 남편은 그냥 30주고 노예로 부리고 그냥 말잘듣는 애완 동물로 보고있노,2021.10.25 18:06:26
5379,ㅇㅇ(211.204),아니 이해 못하냐? 하루카는 주어진 범위에서 항상 최선을 다한다는게 포인트다. 이 글 쓴 게이가 나중에 돈 벌어서 연봉이 올라가면 올라갈 수록 저 정성은 유지 되면서 반찬 퀄리티가 좋아진다는 것이다. 변하지 않는 근본이 있다는게 부럽다는 거잖아.퐁퐁부인한테 생활비 100만원 줘봐라. 내 장담컨데 인스턴트 + 반찬집 반찬이고 지가 요리하는거 거의 없다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021.10.25 18:06:27
5381,ㅇㅇ(118.235),이건 스시녀가 설거지 당했네  존나 불쌍하네30받고 신안 노예마냥  살림에 도시락에 남편은 그냥 30주고 노예로 부리고 그냥 말잘듣는 애완 동물로 보고있노,2021.10.25 18:06:30
5382,ㅇㅇ(211.36),진짜 내일 자살 존나 하겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ,2021.10.25 18:06:32
5374,ㅇㅇ(211.36),고기 자주 있구만 본문에도,2021.10.25 18:06:36
5383,ㅇㅇ(118.235),이새끼 이재명 캠프 관계자임 ㄹㅇ  - dc App,2021.10.25 18:06:40
5384,ㅇㅇ(222.232),상보고는 창렬인줄 알았는데도시랃보고 개추박음,2021.10.25 18:06:41
5485,ㅇㅇ(106.101),나도 니들이랑 같은 생각이다 일본에서 보고 자란 게 있는데 남편이 한남이라고 하루아침에 상다리 부러지게 차리고 집에서 김장하는 게 가능하겠냐는 거. 저정도면 일본인치고도 진짜 ㅆㅅㅌㅊ로 해주는거고 한국인였으면전라도 48첩반상 집 사장님 하고 있을듯,2021.10.25 18:06:41
5385,ㅇㅇ(119.75),이게 스시녀... 진짜 부럽다,2021.10.25 18:06:49
5386,ㅇㅇ(106.102),구라치지마 시발,2021.10.25 18:06:49
5511,ㅇㅇ(116.121),ㄹㅇ 꾸준히 식사 차려주기만해도 어디냐,2021.10.25 18:06:52
5387,ㅇㅇ(118.235),이건 스시녀가 설거지 당했네  존나 불쌍하네30받고 신안 노예마냥  살림에 도시락에 남편은 그냥 30주고 노예로 부리고 그냥 말잘듣는 애완 동물로 보고있노,2021.10.25 18:06:55
5527,ㅇㅇ(46.165),211.36 정신병자 새끼 도배하는거보니까 이글이 팩트인가보노 ㅋㅋㅋㅋ,2021.10.25 18:06:56
5390,ㅇㅇ(112.153),30만원으로 저게 가능함? 와이프가 돈많이 보는고 아니냐  - dc App,2021.10.25 18:06:58
5391,ㅇㅇ(218.37),적어도 생활비 100은 줘라 이게 남자 가오가 뭐냐..  - dc App,2021.10.25 18:06:59
5554,ㅇㅇ(59.11),P,2021.10.25 18:07:05
5443,짭더리퍼임 ,씨발 근데 진짜 농담 아니라 생활비  30 주는건 너무 하지 않냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 30임?? 씨발 걍 용돈이 30 아니고??,2021.10.25 18:07:16
5549,ㅇㅇ(114.29),애미씨발 퐁퐁단도 아닌데 씨발 존나좆같네,2021.10.25 18:07:17
5445,ㅇㅇ(118.235),양심있으면 60줘라  - dc App,2021.10.25 18:07:18
5380,ㅇㅇ(211.36),한국년들은 그게 화나는거임 그래서 댓글 도배하고 지랄하는거 남자 가스라이팅해서 기생충짓 해야되는데 일본여자는 안그러니까,2021.10.25 18:07:19
5446,ㅇㅇ(118.235),이건 스시녀가 설거지 당했네  존나 불쌍하네30받고 신안 노예마냥  살림에 도시락에 남편은 그냥 30주고 노예로 부리고 그냥 말잘듣는 애완 동물로 보고있노,2021.10.25 18:07:33
5448,ㅇㅇ(106.101),실시간 퐁퐁단이고 뭐고 걍 이새끼 망했으면 좋겠어서 이재명 찍고싶은 모쏠 이대남만 개추점 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021.10.25 18:07:34
5392,ㅇㅇ(59.11),딱 설거지 감성,2021.10.25 18:07:35
5453,ㅇㅇ(118.235),이건 스시녀가 설거지 당했네  존나 불쌍하네30받고 신안 노예마냥  살림에 도시락에 남편은 그냥 30주고 노예로 부리고 그냥 말잘듣는 애완 동물로 보고있노,2021.10.25 18:07:39
5454,ㅇㅇ(210.123),생활비 30이 충분하단 새끼는 자취한번도 안해본 거 티내냐? 남자 혼자 살아도 생활비가 30이 넘어가는데 무슨 ㅋㅋㅋㅋ,2021.10.25 18:07:40
5456,ㅇㅇ(118.235),이건 스시녀가 설거지 당했네  존나 불쌍하네30받고 신안 노예마냥  살림에 도시락에 남편은 그냥 30주고 노예로 부리고 그냥 말잘듣는 애완 동물로 보고있노,2021.10.25 18:07:50
5449,ㅇㅇ(106.101),개추 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021.10.25 18:07:53
5450,ㅇㅇ(106.101),디시콘 보기,2021.10.25 18:07:59
5457,ㅇㅇ(182.231),하씨발 같은 우리나라였는데... 도대체 뭐가 좋다고 독립한거냐? 솔직히 조센징이라 핍박받아도 지금 한남이 받는 대접에 비하면 아무것도 아닌것같은데...,2021.10.25 18:08:04
5455,ㅇㅇ(211.36),피싸개 저능아,2021.10.25 18:08:10
5514,ㅇㅇ(223.38),ㅋㅋ,2021.10.25 18:08:11
5393,ㅇㅇ(218.37),븅신 일뽕돼지 붙었노 냄새 씨발  - dc App,2021.10.25 18:08:12
5458,ㅇㅇ(118.235),이건 스시녀가 설거지 당했네  존나 불쌍하네30받고 신안 노예마냥  살림에 도시락에 남편은 그냥 30주고 노예로 부리고 그냥 말잘듣는 애완 동물로 보고있노,2021.10.25 18:08:20
5459,. ,디시콘 보기,2021.10.25 18:08:21
5260,ㅇㅇ(222.120),반찬은 솔직히 후지긴 한데 30 생각하면 ㅆㅅㅌㅊ 맞다,2021.10.25 18:08:23
5262,ㅇㅇ(118.218),집밥 먹다가 자취해보면 알잖아 저렇게 차려주는것도 ㄹㅇ 감사한거임,2021.10.25 18:08:27
5388,ㅇㅇ(39.7),설거지론 니는 다시배워라톡만봐도 서로꿀떨어지는데 뭔헛소리하고자빠졌냐??,2021.10.25 18:08:37
5263,ㅇㅇ(106.102),강제독립의아픔 ㅠㅠㅠㅠ,2021.10.25 18:08:39
5261,ㅇㅇ(222.120),반대로 한남이 번돈 한남이 30을 받고 300~400을 한녀부인한테 출금내역 출처불명으로 뜯기면서도 퐁퐁한남들은 매끼니 챙겨준다는 보장이 없다,2021.10.25 18:08:42
5512,ㅇㅇ(61.74),솔직히 어려운것도 아님 반찬 만드는것도 요즘 레시피 많아서 존나 쉽고 싸게파는데도 많고 요리도 밀키트 있어서 개쉬움 ㅋㅋㅋㅋ,2021.10.25 18:08:46
5264,경진격 ,님아 아내분 한국말 할 줄 암?,2021.10.25 18:08:49
5265,chu² ,디시콘 보기,2021.10.25 18:08:52
5266,ㅇㅇ(211.36),그러고보니 이재명 찍어도 얘는 일본가면 그만이네 아 ㅋㅋㅋ 가불기 씨발 ㅋㅋㅋㅋ,2021.10.25 18:08:54
5558,ㅇㅇ(61.82),한녀 말대로면 미래를 위해 남편이 착실히 모으는건대???,2021.10.25 18:08:54
5267,chu² ,디시콘 보기,2021.10.25 18:08:56
5394,ㅇㅇ(218.37),으 븅신일뽕 씹돼지백수새끼 발광 on  - dc App,2021.10.25 18:08:56
5268,ㅇㅇ(59.2),30은너무하긴햇네 ㅋㅋ 나도 남자지만 사랑하는데  부업이라도 뛰면서500은줘야지,2021.10.25 18:09:00
5273,히루! ,디시콘 보기,2021.10.25 18:09:07
5274,ㅇㅇ(121.189),응 이재명 바이럴 안속아,2021.10.25 18:09:17
5275,ㅇㅇ(39.124),혼자서 연구를 많이 한 듯 정성 봐라,2021.10.25 18:09:21
5276,ㅇㅇ(183.101),응 이재명,2021.10.25 18:09:22
5395,ㅇㅇ(59.11),반일 대깨문 한녀한테 월 식비 300 갖다 바치며 살면 되겠노,2021.10.25 18:09:22
5277,ㅇㅇ(121.174),꼴랑 저거 먹고 배가참?,2021.10.25 18:09:34
5550,ㅇㅇ(61.74),네 다음 예비 퐁퐁단,2021.10.25 18:09:41
5269,ㅇㅇ(59.11),P,2021.10.25 18:09:47
5396,ㅇㅇ(218.37),월 생활비 100만원이 많은거냐? 븅신 씹시궁창흙수저 기초수급자 거지 하층민 일뽕븅신돼지새끼 ㅋㅋㅋㅋㅋㅋ 어휴  - dc App,2021.10.25 18:09:48
5270,ㅇㅇ(211.36),이 정신병자 피싸개년 남자 가스라이팅 하려고 아이피 돌리면서 똑같은말 싸지르는거봐 ㅋㅋㅋ,2021.10.25 18:09:49
5279,ㅇㅇ(116.43),그만해~ 이러다 퐁퐁단 다죽어~,2021.10.25 18:09:50
5271,ㅇㅇ(116.43),퐁퐁~,2021.10.25 18:09:56
5280,ㅇㅇ(121.183),아니 지만 시발.. 나도,2021.10.25 18:10:05
5281,ㅇㅇ(118.235),이건 스시녀가 설거지 당했네  존나 불쌍하네30받고 신안 노예마냥  살림에 도시락에 남편은 그냥 30주고 노예로 부리고 그냥 말잘듣는 애완 동물로 보고있노,2021.10.25 18:10:07
5284,ㅇㅇ(223.38),저 정도면 반찬가게 사장한테 몸 대주고 받아오는 게 아닐까? 30만원으로 저런 차림이 된다고?,2021.10.25 18:10:07
5286,ㅇㅇ(58.232),이건 스시녀가 퐁퐁단이노 ㅋㅋㅋㅋㅋ,2021.10.25 18:10:07
5287,ㅇㅇ(112.152),행복해라 짜샤,2021.10.25 18:10:10
5288,ㅇㅇ(222.120),시발련아 저렇게 열심히고 착하면 100은 줘라전생에 죄를 져서 짜장그릇 퐁퐁부인한테 300~400 들어가는 퐁퐁남들 생각해봐라,2021.10.25 18:10:11
5278,ㅇㅇ(211.36),일본여자보다 허리 8cm 두꺼운 한국년은 안찰듯,2021.10.25 18:10:18
5282,ㅇㅇ(211.36),이 정신병자 피싸개년 남자 가스라이팅 하려고 아이피 돌리면서 똑같은말 싸지르는거봐 ㅋㅋㅋ,2021.10.25 18:10:31
5285,ㅇㅇ(118.235),디시콘 보기,2021.10.25 18:10:31
5289,ㅇㅇ(211.36),이 정신병자 피싸개년 남자 가스라이팅 하려고 아이피 돌리면서 똑같은말 싸지르는거봐 ㅋㅋㅋ,2021.10.25 18:10:37
5299,ㅇㅇ(211.197),글 내려라,2021.10.25 18:10:39
5300,ㅇㅇ(8.38),한남 한녀 퐁퐁단 일뽕 국뽕 아비규환 댓1000돌파!!,2021.10.25 18:10:42
5451,ㅇㅇ(210.179),디시콘 보기,2021.10.25 18:11:02
5301,ㅇㅇ(118.36),이재명찍는다씨발롬아!!!!!!!!,2021.10.25 18:11:08
5397,ㅇㅇ(218.37),도대체 어떤가정에서 자라야 생활비 100이라는 말에 개발광을 떠냐?  나혼자서 살아도 생활비 100만원? 그냥 처 깨지는데 씹거지 도태백수새끼 인증하노  - dc App,2021.10.25 18:11:09
6395,ㅇㅇ(118.235),'퐁'당 '퐁'당   - dc App,2021.10.25 18:11:11
5302,ㅇㅇ(182.170),ㅅㅂ 이건 니가 양심없네 생활비 더줘라,2021.10.25 18:11:15
5305,ㅇㅇ(223.39),좆같은새끼… 개부럽다 씨발…,2021.10.25 18:11:30
5303,ㅇㅇ(211.36),이 정신병자 피싸개년 남자 가스라이팅 하려고 아이피 돌리면서 똑같은말 싸지르는거봐 ㅋㅋㅋ,2021.10.25 18:11:32
5306,ㅇㅇ(89.187),이 경우는 일본여자가 불쌍하노 ㅋㅋ 정조역전의 세계 시발ㅋㅋ,2021.10.25 18:11:34
5290,ㅇㅇ(211.36),이 정신병자 피싸개년 남자 가스라이팅 하려고 아이피 돌리면서 똑같은말 싸지르는거봐 ㅋㅋㅋ,2021.10.25 18:11:43
5477,ㅇㅇ(118.216),역하다시발년아,2021.10.25 18:11:46
5308,ㅇㅇ(121.146),이렇게 좋은 배우자를 좆같은 나라에 왜 끌고 오노..,2021.10.25 18:11:52
5291,ㅇㅇ(211.36),파카나 쳐봐 미친 걸래년아 ㅋㅋㅋ,2021.10.25 18:11:54
5310,ㅇㅇ(27.117),너는 이재명이다,2021.10.25 18:11:56
5311,ㅇㅇ(220.86),1타쌍피 도태남들 퐁퐁남들 멸망 ㅋㅋㅋ,2021.10.25 18:11:57
6017,ㅇㅇ(118.235),니마누라도 오피에서 돼지오타쿠들 질사받았을듯ㅋㅋㅋ  - dc App,2021.10.25 18:11:57
5478,ㅇㅇ(118.216),1절만,2021.10.25 18:12:02
5307,ㅇㅇ(211.36),이 정신병자 피싸개년 남자 가스라이팅 하려고 아이피 돌리면서 똑같은말 싸지르는거봐 ㅋㅋㅋ,2021.10.25 18:12:04
5312,ㅇㅇ(210.179),씨발,2021.10.25 18:12:05
5398,ㅇㅇ(59.11),설거지 감성,2021.10.25 18:12:09
5313,ㅇㅇ(211.36),이건 진짜 애정의 문제임 사랑하지 않으니까 저정도까진 못하더라도 시늉이라도 낼텐데,2021.10.25 18:12:16
5292,ㅇㅇ(211.36),이 정신병자 피싸개년 남자 가스라이팅 하려고 아이피 돌리면서 똑같은말 싸지르는거봐 ㅋㅋㅋ,2021.10.25 18:12:18
5314,ㅇㅇ(118.235),생활비 쥐좆만큼 줬는데도 반찬 정갈한거 봐ㅋㅋ,2021.10.25 18:12:23
5293,ㅇㅇ(222.120),파카는 니애미보지에 낀 봊밥이냐? 맨날 파카파카래 파카가 뭔데 씨발 트젠새끼라 뭐 보지가 하는게 파카인가본데 맨날 그런거 염탐하노,2021.10.25 18:12:25
5316,ㅇㅇ(211.52),생활비 30이면 어케사냐? 그렇게 사는사람들이 한국에 있냐?,2021.10.25 18:12:27
5469,ㅇㅇ(121.137),남자는 군대 얘길 안꺼내도 남자인게 티가난다,2021.10.25 18:12:34
5319,ㅇㅇ(222.105),스시녀바이럴 씨발년아 이재명찍을거다 씨발년아,2021.10.25 18:12:49
5317,ㅇㅇ(211.36),그게 한국년한테 가스라이팅 당해서 그런거,2021.10.25 18:12:51
5304,ㅇㅇ(59.11),식비만 30이라는 얘기고 기타 생활비 따로 더 들어가지 모질아..,2021.10.25 18:12:53
6396,ㅇㅇ(223.38),정액쉰내나는조선걸레보지는먹으라고벌려줘도안먹는다,2021.10.25 18:12:53
5320,ㅇㅇ(121.129),이새끼보고 이재명 찢기로 했다,2021.10.25 18:12:55
5321,.(218.156),씨발,2021.10.25 18:13:05
5294,ㅇㅇ(211.36),이 정신병자 피싸개년 남자 가스라이팅 하려고 아이피 돌리면서 똑같은말 싸지르는거봐 ㅋㅋㅋ,2021.10.25 18:13:07
5399,ㅇㅇ(218.37),네다음 씹거지 ㅋㅋㅋㅋㅋㅋㅋㅋ 솔직히 말해서 2명 생활비 100만원도 적게 부른거 아냐?진짜 가난한 기생충새끼들 존나 많구나 ㅋㅋㅋㅋㅋㅋ  - dc App,2021.10.25 18:13:08
5315,ㅇㅇ(223.38),사전에 정갈하다 찾아보면 저 사진 있을듯,2021.10.25 18:13:11
5322,ㅇㅇ(115.41),진짜 존나 성공한 인생이다 개부럽네,2021.10.25 18:13:14
5324,ㅇㅇ(223.39),재명 on,2021.10.25 18:13:27
5325,thinnais ,어 니때문에 이재명 뽑는다 ㅋㅋ,2021.10.25 18:13:27
5470,요맘때 ,지들좆대로 한녀 ㅇㅈㄹ하면서 무슨ㅋㅋㅋ 광기노,2021.10.25 18:13:33
5326,ㅇㅇ(107.181),반찬상태가 싸대기 날려도 할말없겟는걸????스시녀라도 이미 누구한테 따먹힌 스시녀는 줘도 안먹음ㅋㅋㅋ글쓴이 너 말고 다른 존잘남만날때는 밥상다리 휘어졌을꺼다 ㅋㅋ,2021.10.25 18:13:34
5335,ㅇㅇ(218.159),너무 아름답다.. - dc App,2021.10.25 18:13:39
5309,ㅇㅇ(121.130),ㄹㅇ 여자가 전생에 나라를 팔았노 ㅋㅋㅋ,2021.10.25 18:13:44
5447,ㅇㅇ(125.180),ㄹㅇㅋㅋ  - dc App,2021.10.25 18:13:46
5336,ist ,이쯤되면 여자력이 아니라 천사력이 아닐까?,2021.10.25 18:13:47
5327,ㅇㅇ(220.76),p,2021.10.25 18:13:54
5323,ㅇㅇ(118.235),그냥 스시녀가 설거지 당한건데?,2021.10.25 18:13:58
5337,ㅇㅇ(118.35),6:30분 슬금슬금 일어나서 쳐 씻지도않고 주물떡주물떡 음식 만듬,2021.10.25 18:13:58
5328,ㅇㅇ(223.38),열등감ㅋㅋ,2021.10.25 18:14:04
5400,ㅇㅇ(59.11),남들한테 거지 거리면서 한녀한테 가오잡는 척 하지만 가오잡히는 삶이 딱이노,2021.10.25 18:14:09
5338,ㅇㅇ(45.83),퇴근하고 집가는중인데 존나 죽고 싶어졌다 집에가면 아무것도 안해놨을텐데,2021.10.25 18:14:10
5329,ㅇㅇ(222.120),P,2021.10.25 18:14:11
5346,ㅇㅇ(223.33),이건 여자가 설거지 당했노 ㅋㅋㅋ,2021.10.25 18:14:16
5295,ㅇㅇ(218.37),얼마나 좆병신이면 100만원도 없어서 발광을 떠노 병신 기생충 백수새끼 ㅜㅜ 혼자살아도 100그냥 깨지는데  - dc App,2021.10.25 18:14:17
5347,ㅇㅇ(218.159),독박노동하는 남편을위해 어떻게 내조할까 고민하는게 보이네.. 시발ㅋㅋ - dc App,2021.10.25 18:14:18
5348,ㅇㅇ(14.47),이재명 바이럴 무쳤노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021.10.25 18:14:20
5318,ㅇㅇ(59.11),식비만 30이라는 얘기고 기타 생활비 따로 더 들어가지 모질아..,2021.10.25 18:14:26
5349,ㅇㅇ ,디시콘 보기,2021.10.25 18:14:33
5350,ㅇㅇ(59.3),30으로 저정도 퀄 만들면 50만 줘도 호의호식 한다,2021.10.25 18:14:34
5452,ㅇㅇ(220.76),디시콘 보기,2021.10.25 18:14:36
5352,ㅇㅇ(210.123),인풋은 쓰레긴데 아웃풋이 ㅋㅋㅋ,2021.10.25 18:14:45
5353,ㅇㅇ(218.159),답은 스시녀뿐이다.. 어쩔수없음  - dc App,2021.10.25 18:14:46
5354,ㅇㅇ(121.182),씨발련아 이건 반대로 스시녀 퐁퐁녀 만드네 ㅋㅋㅋ,2021.10.25 18:14:54
5351,ㅇㅇ(222.120),ㄹㅇ,2021.10.25 18:14:58
5356,ㅇㅇ(125.143),시팔 이거보고 이재명 찍기로 정함,2021.10.25 18:15:01
5358,ㅇㅇ(220.80),능력없는 남편 만나서 30만으로 꾸역꾸역 사는 일녀 짠하다,2021.10.25 18:15:02
5355,ㅇㅇ(211.36),이 정신병자 피싸개년 남자 가스라이팅 하려고 아이피 돌리면서 똑같은말 싸지르는거봐 ㅋㅋㅋ,2021.10.25 18:15:07
5359,ㅇㅇ(211.36),이 정신병자 피싸개년 남자 가스라이팅 하려고 아이피 돌리면서 똑같은말 싸지르는거봐 ㅋㅋㅋ,2021.10.25 18:15:13
5160,합장 ,디시콘 보기,2021.10.25 18:15:15
5161,ㅇㅇ(121.147),니 때문에 이재명이다 씨발새끼야  - dc App,2021.10.25 18:15:16
5339,ㅇㅇ(218.159),ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 니 오는시간에 맞춰서 배달음식 뒷처리까지 싸악 - dc App,2021.10.25 18:15:19
5357,ㅇㅇ(125.143),일본이랑 단교해서 더이상 이런애 나오면 안됨,2021.10.25 18:15:26
5401,ㅇㅇ(218.37),네다음 100만원도 못주는 개씹거지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 븅신 일뽕새끼 백수도태 인증하노 ㅋㅋㅋㅋㅋ  - dc App,2021.10.25 18:15:28
5402,ㅇㅇ(199.247),너가 남자 가오니 뭐니하며 여초 한국 여자 말투 써서 그런거야,2021.10.25 18:15:29
5403,ㅇㅇ(175.202),정작 저거 받는 부인은 괜찮아 하는데 왜 니가 이러는 거임? ㅋㅋㅋ 남의 가정사에 일침 놓고 싶놐ㅋ,2021.10.25 18:15:34
5162,오렌지! ,넌 야갤하지마라..  - dc App,2021.10.25 18:15:35
5330,ㅇㅇ(211.36),이 정신병자 피싸개년 남자 가스라이팅 하려고 아이피 돌리면서 똑같은말 싸지르는거봐 ㅋㅋㅋ,2021.10.25 18:15:39
5296,ㅇㅇ(222.120),ㄴ ㅋㅋ 병신새끼가 진짜 100이 뭐 많은것도 아니고 저거갖고 너무하다는건 진짜 한년피싸개년들 거르고 개노답,2021.10.25 18:15:57
5163,ㅇㅇ(211.252),씨발!!!!개씨발부러운새끼야!!!!,2021.10.25 18:15:58
5164,ㅇㅇ(218.159),스시녀가 설거지든 뭐든 행복한게 보인다.. ㅋㅋ  - dc App,2021.10.25 18:16:02
5166,띠디(119.196),팩트)) 방바닥 보니까 하꼬방이네 ㅋㅋ 아껴라,2021.10.25 18:16:24
5340,ㅇㅇ(223.38),먹다남은 면 나오는 짬뽕해물탕먹기 vs 아무것도안하기,2021.10.25 18:16:24
5165,ㅇㅇ(218.159),문제는 너만 행복해보이는게 아니라 스시녀도 행복해보여 .. - dc App,2021.10.25 18:16:38
5297,ㅇㅇ(199.247),씨발년? 정신병자새끼,2021.10.25 18:16:41
5168,ㅇㅇ(125.177),학생~ 좋은 말 할때 글 내려^_^,2021.10.25 18:16:48
5169,ㅇㅇ(180.189),사는거 재밋겟농,2021.10.25 18:16:53
5331,ㅇㅇ(223.38),ｐ,2021.10.25 18:16:55
5170,추남(115.23),30만은 심하다 시발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021.10.25 18:16:57
5341,ㅇㅇ(185.219),^눈물퐁퐁^,2021.10.25 18:17:04
5404,ㅇㅇ(218.37),시발 나혼자 살아도 150정도는 쓰는데 니들이 얼마나 씹거지면 둘이 사는데 생활비 100만원도 못준다는게 말이냐? ㅋㅋㅋㅋㅋㅋㅋ진짜 스시녀는 빨고 싶지만 야갤 븅신새끼들은 그만한 능력마저도 없노 ㅋㅋㅋㅋㅋ 100가지고 존나 부들거리네 등신  - dc App,2021.10.25 18:17:15
5167,ㅇㅇ(59.11),한녀 아니면 허례허식허세 한녀 감성에 딱 맞는 설거지 마인드,2021.10.25 18:17:25
5173,ㅇㅇ(125.240),1인칭 av 신혼 밥상이 진짜였노 밥먹다 말고 한판도 하겠네 ㅋㅋ야붕이들은 일본어라도 배우자 ㅠㅠ av라도 제대로 봐야지,2021.10.25 18:17:26
5175,ㅇㅇ(59.24),이재명 바이럴,2021.10.25 18:17:26
5176,ㅇㅇ(175.201),부러워서 비추준다 ㅅㄱ,2021.10.25 18:17:33
5342,ㅇㅇ(175.208),디시콘 보기,2021.10.25 18:17:33
5177,ㅇㅇ(106.102),이게 사랑 주고받는 부부구나 씁쓸하노..,2021.10.25 18:18:00
5178,ㅇㅇ(211.244),개부럽다 저런 내무부장관이면 결혼마렵노ㅋ,2021.10.25 18:18:01
5298,ㅇㅇ(222.120),ㄴ 이새끼는 왜 갑툭튀해서 지랄이노 좆병신 씨발년이 ㅋㅋ 애미가 씨발년임?,2021.10.25 18:18:12
5179,ㅇㅇ(223.38),211.36 게이야 내가 아이피 메모 다 해봤는데 지금 한국년 한마리가 아이피 돌려가면서 발작중임 ㅋ,2021.10.25 18:18:16
5174,ㅇㅇ(211.36),이런년이 한국년인데 이런년 데리고 평생 살 자신있냐?,2021.10.25 18:18:20
5405,ㅇㅇ(199.247),남자 가오니 뭐니 하는 한국 여자 말투나 쓰지 마라 할 말 없으니 인신공경하는 거 까지 한국 여자같네,2021.10.25 18:18:21
5182,히루! ,디시콘 보기,2021.10.25 18:18:25
5171,ㅇㅇ(59.11),한녀랑 월 식비만 300 쓰고 살기를 바란다,2021.10.25 18:18:30
5406,ㅇㅇ(174.193),공격,2021.10.25 18:18:31
5183,ㅇㅇ(125.138),씨발년이,2021.10.25 18:18:32
5184,ㅇㅇ(59.30),하 씨발 형!! 부럽네,2021.10.25 18:18:32
5407,ㅇㅇ(175.202),100못줘서 부들거리는게 아니고 니가 왜 100을 주라 마라 이러는거냐고 묻는건데 혹시 대가리에 총 맞음?,2021.10.25 18:18:36
5180,ㅇㅇ(211.36),아는데 ㅋ,2021.10.25 18:18:38
5332,ㅇㅇ(107.181),시발 고기반찬 기껏해야 좆숙주에 존나얇은고기반찬 딸랑1개인데 ㅋㅋ???두부도 씨발 단단한 부침용 두부인거같은데 ㅋㅋㅋ 저걸 생으로 내눔?? 연두부도 아니고?ㅋㅋㅋ스시녀도 시발 수준나오네 ㅋㅋ,2021.10.25 18:18:44
5181,ㅇㅇ(211.36),경희대 신입 20살짜리 미친년 한마리도 추가됐음,2021.10.25 18:18:57
5185,ㅇㅇ(125.134),시발.. 개새기야,2021.10.25 18:19:02
